"ID","DATE.OF.INTERVIEW","Upgraded.toilet.recently.","Emptied.the.toilet.before.","What.happens.when.the.toilet.gets.full.","Last.time.emptied","Was.the.fee.you.paid.affordable.","How.often.do.you.empty.your.toilet.","Years to full","Months to full","Perception.of.the.fill.level","Is.emptying.feasible."
"287","2017-03-22","No","No","Other (please specify)",NA,NA,NA,0,NA,"Almost empty","Yes"
"288","2017-03-22","No","No","Empty and reuse",NA,NA,NA,6,NA,"Almost empty","Yes"
"289","2017-03-22","Yes","Yes","Empty and reuse","1","Too expensive","Every 2 years",2,NA,"Almost empty","Yes"
"290","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,5,"Almost full","Yes"
"291","2017-03-29","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Almost full","Yes"
"292","2017-03-22","Yes","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","Yes"
"293","2017-03-22","No","No","Empty and reuse",NA,NA,NA,NA,8,"Almost full","Yes"
"294","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","No"
"295","2017-03-22","No",NA,"Bury and dig another one",NA,NA,NA,5,NA,"Almost empty","Yes"
"296","2017-03-22","Yes","No","Abandone",NA,NA,NA,5,NA,"Almost empty","No"
"297","2017-03-22","No","No","Empty and reuse",NA,NA,NA,8,NA,"Almost empty",NA
"298","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,0,5,"Full","Yes"
"299","2017-03-22","Yes",NA,"Other (please specify)",NA,NA,NA,NA,0,"Almost full","Yes"
"300","2017-03-22","Yes","Yes","Empty and reuse","5","Too expensive","Every 2 years",0,2,"Full","Yes"
"301","2017-03-22","No","No","Other (please specify)",NA,NA,NA,2,2,"Almost full","No"
"302","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,9,"Almost full","Yes"
"303","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","Yes"
"304","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,10,NA,"Almost empty","Yes"
"305","2017-03-22","No","No","Empty and reuse",NA,NA,NA,7,NA,"Almost full","Yes"
"306","2017-03-22","No","No","Empty and reuse",NA,NA,NA,3,0,"Half-full","Yes"
"307","2017-03-22","No","No","Empty and reuse",NA,NA,NA,NA,5,"Half-full","Yes"
"308","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"309","2017-03-22","No","No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"310","2017-03-22","No","Yes","Empty and reuse","5","Very affordable","Every 1 year Six Months",0,1,"Full","Yes"
"311","2017-03-22",NA,"No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"312","2017-03-22","No","No","Multiple options",NA,NA,NA,5,NA,"Half-full","Yes"
"313","2017-03-22","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","Yes"
"314","2017-03-22","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost empty","No"
"315","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,3,"Full","Yes"
"316","2017-03-22","No","Yes","Empty and reuse","Other (please specify)",NA,"Other (please specify)",3,NA,"Half-full","Yes"
"317",NA,"No","No","Bury and dig another one",NA,NA,NA,NA,5,"Almost full","Yes"
"318","2017-03-22","No","No","Empty and reuse",NA,NA,NA,6,NA,"Almost empty","Yes"
"319","2017-03-22","No","No","Empty and reuse",NA,NA,NA,NA,6,"Half-full","No"
"320","2017-03-22","No","No","Empty and reuse",NA,NA,NA,5,NA,"Half-full","Yes"
"321",NA,"Yes","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"322","2017-03-22","No","No","Empty and reuse",NA,NA,NA,10,NA,"Almost empty","Yes"
"323","2017-03-22","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"324","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Almost empty","Yes"
"325","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,3,0,"Half-full","Yes"
"326","2017-03-22","Yes","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full","Yes"
"327","2017-03-22","No","No","Other (please specify)",NA,NA,NA,5,0,"Full","Yes"
"328","2017-03-22",NA,"No","Empty and reuse",NA,NA,NA,15,NA,"Almost empty","No"
"329","2017-03-22","No","Yes","Empty and reuse","Other (please specify)","Affordable","Other (please specify)",NA,0,"Full","Yes"
"330","2017-03-22","Yes","No","Bury and dig another one",NA,NA,NA,0,0,"Almost full","Yes"
"331","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost empty","Yes"
"332","2017-03-22","Yes","No","Other (please specify)",NA,NA,NA,5,NA,"Half-full","Yes"
"333","2017-03-22","No","No","Abandone",NA,NA,NA,3,NA,"Full","Yes"
"334","2017-03-22","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"335","2017-03-22","No","No","Other (please specify)",NA,NA,NA,6,NA,"Almost empty","Yes"
"336","2017-03-22","No","No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"337","2017-03-22","No","Yes","Empty and reuse","5",NA,"Every 1 year Six Months",1,NA,"Almost full","Yes"
"338","2017-03-22",NA,"No","Empty and reuse",NA,NA,NA,2,0,"Almost empty","Yes"
"339","2017-03-22","Yes","Yes","Empty and reuse","Other (please specify)","Affordable","Every 9 months",1,NA,"Half-full","Yes"
"340","2017-03-22","No","No","Empty and reuse",NA,NA,NA,15,NA,"Almost empty","Yes"
"341","2017-03-22","Yes","No","Bury and dig another one",NA,NA,NA,4,NA,"Half-full","Yes"
"342","2017-03-22","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost full","Yes"
"343","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,0,1,"Full","Yes"
"344","2017-03-22","No","No","Empty and reuse",NA,NA,NA,9,NA,"Half-full","Yes"
"345","2017-03-22","No","Yes","Empty and reuse","Other (please specify)","Not affordable","Every 2 years",NA,6,"Almost full","Yes"
"346","2017-03-22","No","No","Other (please specify)",NA,NA,NA,NA,NA,NA,"No"
"347","2017-03-22","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Almost empty","Yes"
"348","2017-03-22","No","Yes","Empty and reuse","3",NA,NA,NA,1,"Full","Yes"
"349","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"350","2017-03-22","No","Yes","Empty and reuse","Other (please specify)","Too expensive","Every 2 years",1,NA,"Almost full","Yes"
"351","2017-03-22","No","No","Abandone",NA,NA,NA,NA,8,"Almost full","Yes"
"352","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"353","2017-03-22","Yes","No","Other (please specify)",NA,NA,NA,10,NA,"Almost empty","Yes"
"354","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,1,0,"Half-full","Yes"
"355","2017-03-22","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost empty","Yes"
"356","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,1,0,"Half-full","Yes"
"357","2017-03-22","Yes","No","Other (please specify)",NA,NA,NA,1,NA,"Almost full","Yes"
"358","2017-03-22",NA,"No","Other (please specify)",NA,NA,NA,10,NA,"Almost empty","Yes"
"359","2017-03-22","No","No","Empty and reuse",NA,NA,NA,10,NA,"Almost empty","Yes"
"360","2017-03-22","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","Yes"
"361","2017-03-22","No","No","Empty and reuse",NA,NA,NA,9,NA,"Almost empty","Yes"
"362","2017-03-22",NA,"No","Other (please specify)",NA,NA,NA,0,NA,"Full","Yes"
"363","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"364","2017-03-22","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"365","2017-03-22","No","No","Empty and reuse",NA,NA,NA,6,NA,"Half-full","Yes"
"366","2017-03-22","No","No","Multiple options",NA,NA,NA,5,NA,"Half-full","Yes"
"367","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,0,6,"Almost full","Yes"
"368","2017-03-22","No","Yes","Empty and reuse","5","Affordable","Every 2 years",1,6,"Half-full","Yes"
"369","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,0,NA,"Full","Yes"
"370","2017-03-22","No","No","Other (please specify)",NA,NA,NA,4,NA,"Half-full","Yes"
"371","2017-03-22","Yes","No","Other (please specify)",NA,NA,NA,2,NA,"Half-full","Yes"
"372","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,4,NA,"Half-full","No"
"373","2017-03-22","Yes","No","Empty and reuse",NA,NA,NA,NA,3,"Half-full","Yes"
"374","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost empty","Yes"
"375","2017-03-22","Yes","No","Bury and dig another one",NA,NA,NA,0,6,"Almost full","Yes"
"376","2017-03-22","No","No","Empty and reuse",NA,NA,NA,5,NA,"Half-full","Yes"
"377","2017-03-22",NA,"Yes","Empty and reuse",NA,NA,NA,4,NA,"Almost empty","Yes"
"378","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"379","2017-03-22","No","No","Other (please specify)",NA,NA,NA,1,0,"Almost full","Yes"
"380","2017-03-22","No","Yes","Bury and dig another one","5","Affordable","Every 2 years",NA,6,"Half-full","Yes"
"381","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","Yes"
"382","2017-03-22","No","Yes","Empty and reuse","5","Other (please specify)","Other (please specify)",NA,7,"Full","Yes"
"383",NA,"No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost full","Yes"
"384","2017-03-22","No","No","Empty and reuse",NA,NA,NA,4,NA,"Almost full","Yes"
"385","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,6,"Half-full","Yes"
"386","2017-03-22","No","No","Empty and reuse",NA,NA,NA,1,0,"Half-full","Yes"
"387","2017-03-22","No","No","Empty and reuse",NA,NA,NA,1,NA,"Half-full","Yes"
"388","2017-03-22","No","No","Other (please specify)",NA,NA,NA,1,0,"Almost full","Yes"
"389","2017-03-22","No","No","Empty and reuse",NA,NA,NA,9,NA,"Half-full","Yes"
"390","2017-03-22",NA,"No","Multiple options",NA,NA,NA,0,0,"Full","No"
"391","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Empty","Yes"
"392","2017-03-22","No","No","Empty and reuse",NA,NA,NA,10,NA,"Half-full","Yes"
"393","2017-03-22","No","Other (please specify)","Other (please specify)",NA,NA,NA,4,NA,"Half-full","No"
"394","2017-03-22","No","No","Other (please specify)",NA,NA,NA,0,6,"Full","Yes"
"395","2017-03-22","No",NA,"Bury and dig another one",NA,NA,NA,NA,1,"Full","No"
"396","2017-03-22","No","No","Other (please specify)",NA,NA,NA,1,NA,"Almost full","Yes"
"397","2017-03-22","No","No","Abandone",NA,NA,NA,1,0,"Almost full","Yes"
"398","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,2,"Half-full","Yes"
"399","2017-03-22","No","No","Empty and reuse",NA,NA,NA,NA,9,"Half-full","Yes"
"400","2017-03-22","No","No","Other (please specify)",NA,NA,NA,6,NA,"Almost full","Yes"
"401","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Half-full","Yes"
"402","2017-03-22","Yes","No","Empty and reuse",NA,NA,NA,2,NA,"Almost empty","Yes"
"403","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost full","Yes"
"404","2017-03-22","Yes","Yes","Abandone","Other (please specify)","Affordable","Other (please specify)",10,NA,"Full","Yes"
"405","2017-03-22","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"406","2017-03-22","Yes","Yes","Empty and reuse","5","Very affordable","Every 9 months",0,3,"Full","Yes"
"407","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost empty","Yes"
"408","2017-03-22","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","Yes"
"409","2017-03-22","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","Yes"
"410","2017-03-22","No","No","Empty and reuse",NA,NA,NA,NA,10,"Full","Yes"
"411","2017-03-22","No","No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"412","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,5,0,"Empty","Yes"
"413","2017-03-22","Yes","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","Yes"
"414","2017-03-22","No","No","Other (please specify)",NA,NA,NA,2,0,"Half-full","Yes"
"415","2017-03-22","Yes","No","Other (please specify)",NA,NA,NA,10,NA,"Half-full","Yes"
"416","2017-03-29","No","No","Other (please specify)",NA,NA,NA,1,0,"Half-full","No"
"417","2017-03-22",NA,"Yes","Empty and reuse","1",NA,"Every 9 months",NA,NA,"Half-full","No"
"418","2017-03-22","No","No","Empty and reuse",NA,NA,NA,NA,2,"Almost full","No"
"419","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,0,0,"Full","Yes"
"420","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,6,NA,NA,"Yes"
"421","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","Yes"
"422","2017-03-22","Yes","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"423","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,NA,8,"Almost full","Yes"
"424","2017-03-22","No","Yes","Empty and reuse","3","Affordable","Every 1 year Six Months",NA,2,"Full","Yes"
"425","2017-03-22","No","No","Other (please specify)",NA,NA,NA,1,3,"Half-full","Yes"
"426","2017-03-22","No","No","Bury and dig another one",NA,NA,NA,2,0,"Half-full","Yes"
"427","2017-03-23","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"428","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Almost empty","Yes"
"429","2017-03-23","No","No","Abandone",NA,NA,NA,5,NA,"Almost empty","Yes"
"430","2017-03-23","Yes","Yes","Empty and reuse","1",NA,"Every 2 years",2,NA,"Almost empty","Yes"
"431","2017-03-23","No","No","Empty and reuse",NA,NA,NA,NA,3,"Almost full","Yes"
"432","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,10,NA,"Almost empty","Yes"
"433","2017-03-23","No","Yes","Empty and reuse","5","Not affordable",NA,0,0,"Almost full","Yes"
"434","2017-03-23","No","No","Empty and reuse",NA,NA,NA,NA,6,"Almost full","Yes"
"435","2017-03-30","No","Yes","Empty and reuse","4","Too expensive","Every 3 months",NA,1,"Full","Yes"
"436","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Half-full","Yes"
"437","2017-03-23","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost empty","Yes"
"438","2017-03-23","No",NA,"Bury and dig another one",NA,NA,NA,4,NA,"Half-full","Yes"
"439","2017-03-23","No","Yes","Empty and reuse",NA,"Affordable","Every 2 years",1,NA,"Half-full","Yes"
"440","2017-03-23","No","No","Empty and reuse",NA,NA,NA,2,NA,"Half-full","No"
"441","2017-03-23","No","No","Other (please specify)",NA,NA,NA,4,NA,"Almost full","Yes"
"442","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,NA,5,"Full","Yes"
"443","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,7,NA,"Almost empty","Yes"
"444","2017-03-23","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Almost full","Yes"
"445","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"446","2017-03-23","No","No","Other (please specify)",NA,NA,NA,NA,1,"Full","Yes"
"447","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,0,0,"Empty","Yes"
"448",NA,"No","No","Bury and dig another one",NA,NA,NA,5,NA,"Almost full","Yes"
"449","2017-03-23","No","No","Abandone",NA,NA,NA,1,NA,"Almost full","Yes"
"450","2017-03-02","No","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full","Yes"
"451","2017-03-23","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Half-full","No"
"452","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,NA,3,"Almost full","Yes"
"453","2017-03-23","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","No"
"454","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,10,NA,"Almost empty","Yes"
"455","2017-03-23","No","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full","Yes"
"456","2017-03-23","No","No","Other (please specify)",NA,NA,NA,4,NA,"Almost empty","Yes"
"457","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full",NA
"458","2017-03-23","Yes","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"459","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"460","2017-03-23","No","Yes","Empty and reuse","5","Affordable","Every 2 years",NA,6,"Full","Yes"
"461","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"462","2017-03-23","No","No","Empty and reuse",NA,NA,NA,1,NA,"Half-full","Yes"
"463","2017-03-23","Yes","Yes","Empty and reuse","3","Other (please specify)","Every 3 months",NA,3,"Full","Yes"
"464","2017-03-23","No","No","Empty and reuse",NA,NA,NA,2,NA,NA,"Yes"
"465","2017-03-23","No","No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"466","2017-03-23","No","No","Other (please specify)",NA,NA,NA,NA,3,"Half-full","Yes"
"467","2017-03-23","No","No","Other (please specify)",NA,NA,NA,2,0,"Almost full","Yes"
"468","2017-03-23","No","No","Empty and reuse",NA,NA,NA,8,NA,"Half-full","Yes"
"469","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,NA,1,"Full",NA
"470","2017-03-23","No","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full","Yes"
"471","2017-03-23",NA,"Yes","Empty and reuse","5","Too expensive","Every 2 years",0,2,"Almost full","Yes"
"472","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","Yes"
"473","2017-03-23","Yes","No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"474","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Half-full","Yes"
"475","2017-03-23","No","No","Multiple options",NA,NA,NA,1,NA,"Half-full","Yes"
"476","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,6,NA,"Half-full","Yes"
"477","2017-03-23","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"478","2017-03-23","No","Yes","Empty and reuse","5","Affordable","Other (please specify)",0,0,"Full","Yes"
"479","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,10,NA,"Almost empty","Yes"
"480","2017-03-23","Yes","No","Other (please specify)",NA,NA,NA,5,NA,"Half-full","Yes"
"481","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost full","Yes"
"482","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,NA,8,"Almost full","No"
"483","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"484",NA,"No","No","Empty and reuse",NA,NA,NA,4,NA,"Half-full","Yes"
"485","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,NA,1,"Full","Yes"
"486","2017-03-23","No","No","Empty and reuse",NA,NA,NA,15,NA,"Almost empty","Yes"
"487","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,5,0,"Full","Yes"
"488","2017-03-23","Yes","No","Other (please specify)",NA,NA,NA,4,NA,"Half-full","No"
"489","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Half-full","No"
"490","2017-03-23","No","Yes","Empty and reuse","5","Affordable","Other (please specify)",NA,7,"Half-full","Yes"
"491","2017-03-23","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"492","2017-03-23","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","Yes"
"493","2017-03-23",NA,"No","Empty and reuse",NA,NA,NA,15,NA,"Almost empty","Yes"
"494","2017-03-23","No","No","Empty and reuse",NA,NA,NA,NA,2,"Almost full","Yes"
"495","2017-03-23","No",NA,"Bury and dig another one",NA,NA,NA,2,NA,"Almost empty",NA
"496","2017-03-23",NA,"No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"497","2017-03-23","No","Yes","Empty and reuse","Other (please specify)","Too expensive","Every 2 years",NA,4,"Half-full","Yes"
"498","2017-03-23","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","No"
"499","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,NA,4,"Almost full","Yes"
"500",NA,"No","Yes","Empty and reuse","5","Affordable","Every 2 years",NA,2,"Almost full","Yes"
"501","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost full","Yes"
"502","2017-03-23","No","No","Empty and reuse",NA,NA,NA,1,NA,"Half-full","Yes"
"503","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost full","Yes"
"504","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Almost empty","Yes"
"505","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","No"
"506","2017-03-23",NA,"No","Empty and reuse",NA,NA,NA,0,NA,"Almost full","Yes"
"507","2017-03-23","No","No","Other (please specify)",NA,NA,NA,2,NA,"Half-full",NA
"508","2017-03-23","No","No","Multiple options",NA,NA,NA,0,1,"Half-full","Yes"
"509","2017-03-23","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost empty","Yes"
"510","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Almost empty","Yes"
"511","2017-03-23","Yes","No","Multiple options",NA,NA,NA,3,NA,"Almost empty","Yes"
"512","2017-03-23","No","No","Bury and dig another one",NA,NA,NA,8,NA,"Almost empty","Yes"
"513","2017-03-23","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","Yes"
"514","2017-03-23","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost empty","Yes"
